Threshold,Precision,Recall,F1
0.3,0.7191748710736052,0.9877656149388281,0.8323385784047749
0.4,0.7582797825012358,0.9877656149388281,0.8579418344519015
0.5,0.8207597645799893,0.9877656149388281,0.896551724137931
0.6,0.8835734870317002,0.9871216999356085,0.9324817518248175
0.7,0.9424148606811146,0.9800386349001932,0.9608585858585859
